x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
74.18,52.70,983.81,-42.06,-42.06,170.61
76.13,50.75,983.81,-42.06,-42.06,170.01
72.22,50.75,985.76,-42.06,-42.06,170.01
