x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
128.83,140.54,968.19,-18.02,-39.05,149.44
132.74,142.50,974.05,-18.02,-42.06,148.83
130.78,142.50,968.19,-18.02,-39.05,149.44
