x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
31.23,-3.90,987.71,-2231.97,1219.62,5347.60
35.14,-1.95,987.71,-2231.97,1219.62,5353.64
33.18,0.00,987.71,-2234.98,1219.62,5360.91
