x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
156.16,66.37,974.05,-51.07,-42.06,262.57
152.26,68.32,976.00,-51.07,-42.06,261.36
156.16,66.37,974.05,-51.07,-42.06,262.57
