x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
169.82,130.78,964.29,-18.02,-45.06,234.74
167.87,128.83,962.34,-18.02,-42.06,233.53
171.78,134.69,964.29,-18.02,-42.06,234.74
