x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-29.28,54.66,983.81,-231.31,138.18,1035.16
-31.23,54.66,983.81,-231.31,141.19,1032.73
-31.23,54.66,989.66,-231.31,141.19,1031.53
