x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
3.90,-40.99,987.71,-2216.95,1099.46,5811.03
0.00,-40.99,987.71,-2219.96,1099.46,5810.42
0.00,-42.94,987.71,-2216.95,1096.46,5806.18
