x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
5.86,995.52,115.17,-84.11,-51.07,111.32
-54.66,995.52,117.12,-84.11,-51.07,111.32
3.90,985.76,107.36,-84.11,-51.07,113.13
