x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-46.85,958.43,109.31,-120.16,-6.01,285.56
-31.23,983.81,95.65,-120.16,-3.00,290.40
-15.62,976.00,101.50,-120.16,-6.01,291.01
