x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-3.90,962.34,101.50,-129.17,-27.04,289.19
-19.52,976.00,93.70,-129.17,-27.04,292.22
-21.47,974.05,103.46,-129.17,-27.04,292.82
