x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-27.33,950.62,179.58,-498.66,117.16,1117.44
-33.18,956.48,169.82,-489.65,117.16,1099.89
-23.42,962.34,158.11,-483.64,114.15,1094.45
