x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-15.62,979.90,60.51,-78.10,-36.05,49.61
-29.28,987.71,66.37,-78.10,-36.05,49.61
-19.52,966.24,62.46,-75.10,-36.05,48.40
