x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
101.50,962.34,93.70,-84.11,-48.06,82.28
113.22,983.81,99.55,-84.11,-48.06,81.07
105.41,968.19,103.46,-84.11,-48.06,82.28
