x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
44.90,970.14,132.74,-105.14,-42.06,179.08
50.75,974.05,132.74,-105.14,-42.06,177.87
50.75,976.00,126.88,-105.14,-42.06,179.08
