x-Accelaration,Y-Accelaration,Z-Accelaration,X-Hall,Y-Hall,Z-Hall
-9.76,983.81,78.08,-81.11,-33.04,79.86
-13.66,979.90,76.13,-81.11,-33.04,78.65
-9.76,966.24,80.03,-81.11,-36.05,78.05
